EPOCH	TIME	MOVTSKIN	MOVACCTR	MOVACCLO	MOVACCFW	MOVTCOV	MADACCTR	MADACCLO	COMPGSR	PEDO3	PLATEAU	TRPEAKS	MOVTHETA	MADTHETA	TCOUNT	LOGSWEEP	LCOUNT	T0CROSS	L0CROSS	PEDO3TOE	LOPEAKS	MOVVBAT	MADACCFW	FCOUNT	F0CROSS	FWPEAKS	MOVGSR	EE	
1304682577	Fri 05/06/11 07:49:37	2376	2415	2154	2255	2228	16	13	887	0	2048	32	2068	947	20	1000	20	6	2	0	11	3035	20	39	5	27	2258	178	
1304682637	Fri 05/06/11 07:50:37	2375	2413	2153	2264	2226	11	9	884	0	976	14	2037	989	0	0	0	0	0	0	0	3035	11	1	0	28	2255	182	
1304682697	Fri 05/06/11 07:51:37	2373	2413	2153	2265	2224	11	8	880	0	2064	14	2078	963	0	0	0	0	0	0	0	3035	11	0	0	22	2251	184	
1304682757	Fri 05/06/11 07:52:37	2371	2413	2153	2265	2223	11	8	877	0	2064	14	2067	946	0	0	0	0	0	0	1	3035	11	0	0	24	2248	183	
1304682817	Fri 05/06/11 07:53:37	2369	2412	2153	2265	2222	11	8	876	0	2064	11	2074	961	0	0	0	0	0	0	1	3035	11	0	0	23	2247	183	
1304682877	Fri 05/06/11 07:54:37	2368	2222	2007	2127	2220	85	55	875	0	2056	148	2073	708	312	1501	192	51	46	0	149	3035	55	172	19	109	2246	197	
1304682937	Fri 05/06/11 07:55:37	2368	1840	2067	1655	2208	5	4	883	0	144	1	1955	1420	0	0	0	0	0	0	1	3034	6	0	0	4	2254	203	
1304682997	Fri 05/06/11 07:56:37	2368	1889	2007	1682	2217	65	52	908	0	2056	87	2008	1073	189	1605	131	36	36	0	81	3035	64	178	36	82	2279	196	
1304683057	Fri 05/06/11 07:57:37	2370	1867	1978	1655	2259	5	5	906	0	208	0	2119	1388	0	0	0	0	0	0	0	3035	7	0	0	4	2277	196	
1304683117	Fri 05/06/11 07:58:37	2375	1866	1978	1656	2291	5	5	871	0	2064	0	2027	1401	0	0	0	0	0	0	0	3035	8	0	0	5	2242	194	
1304683177	Fri 05/06/11 07:59:37	2381	1866	1978	1657	2307	5	5	851	0	2064	0	1940	1424	0	0	0	0	0	0	0	3035	7	0	0	4	2222	192	
1304683237	Fri 05/06/11 08:00:37	2387	1866	1978	1657	2317	5	5	836	0	2064	0	1864	1394	0	0	0	0	0	0	0	3034	7	0	0	4	2207	190	
1304683297	Fri 05/06/11 08:01:37	2391	1866	1978	1657	2324	5	5	827	0	2064	1	1809	1428	0	0	0	0	0	0	0	3035	7	0	0	4	2198	185	
1304683357	Fri 05/06/11 08:02:37	2396	1866	1978	1657	2329	5	5	823	0	2064	1	1849	1411	0	0	0	0	0	0	0	3034	7	0	0	5	2194	184	
1304683417	Fri 05/06/11 08:03:37	2400	1866	1978	1657	2333	4	5	819	0	2064	0	1985	1413	0	0	0	0	0	0	0	3034	7	0	0	5	2190	181	
1304683477	Fri 05/06/11 08:04:37	2403	1866	1977	1657	2337	5	4	814	0	2064	0	2119	1401	0	0	0	0	0	0	0	3035	7	0	0	4	2185	189	
1304683537	Fri 05/06/11 08:05:37	2407	1866	1977	1658	2340	5	5	810	0	2064	0	2089	1435	0	0	0	0	0	0	0	3035	7	0	0	4	2181	182	
1304683597	Fri 05/06/11 08:06:37	2410	1866	1977	1658	2342	5	5	806	0	2064	0	2203	1410	0	0	0	0	0	0	0	3035	7	0	0	4	2177	181	
1304683657	Fri 05/06/11 08:07:37	2413	1865	1978	1658	2345	5	6	804	0	2064	5	2194	1304	0	0	0	0	0	0	3	3035	9	2	1	12	2175	176	
1304683717	Fri 05/06/11 08:08:37	2416	1886	2007	1644	2345	6	5	837	0	2048	8	2127	1355	0	0	0	0	0	0	3	3035	7	0	0	7	2208	183	
1304683777	Fri 05/06/11 08:09:37	2418	1886	2009	1644	2345	5	5	840	0	1040	0	2013	1442	0	0	0	0	0	0	0	3035	7	0	0	4	2212	184	
1304683837	Fri 05/06/11 08:10:37	2419	1886	2009	1644	2347	5	5	839	0	2064	0	1880	1413	0	0	0	0	0	0	0	3034	7	0	0	4	2210	186	
1304683897	Fri 05/06/11 08:11:37	2420	1886	2009	1644	2347	5	5	838	0	2064	0	2089	1432	0	0	0	0	0	0	1	3034	7	0	0	5	2209	187	
1304683957	Fri 05/06/11 08:12:37	2421	1886	2009	1644	2349	5	5	838	0	2064	0	2231	1417	0	0	0	0	0	0	0	3034	7	0	0	4	2209	188	
1304684017	Fri 05/06/11 08:13:37	2423	1886	2009	1644	2350	5	5	838	0	2064	0	2052	1404	0	0	0	0	0	0	0	3035	7	0	0	4	2209	188	
1304684077	Fri 05/06/11 08:14:37	2424	1886	2010	1644	2351	5	4	837	0	2064	0	1815	1410	0	0	0	0	0	0	0	3035	7	0	0	4	2208	195	
1304684137	Fri 05/06/11 08:15:37	2425	1886	2010	1644	2352	5	4	836	0	2064	0	1773	1370	0	0	0	0	0	0	0	3035	7	0	0	4	2207	196	
1304684197	Fri 05/06/11 08:16:37	2426	1885	2010	1644	2352	5	5	835	0	2064	0	1899	1450	0	0	0	0	0	0	0	3035	7	0	0	5	2206	196	
1304684257	Fri 05/06/11 08:17:37	2428	1885	2010	1644	2353	5	4	835	0	2064	0	1913	1396	0	0	0	0	0	0	0	3034	7	0	0	4	2206	196	
1304684317	Fri 05/06/11 08:18:37	2429	1885	2010	1644	2354	5	5	834	0	2064	1	1811	1429	0	0	0	0	0	0	0	3034	7	0	0	4	2205	189	
1304684377	Fri 05/06/11 08:19:37	2430	1885	2010	1644	2355	5	4	835	0	2064	0	1879	1460	0	0	0	0	0	0	0	3034	7	0	0	4	2206	196	
1304684437	Fri 05/06/11 08:20:37	2431	1885	2010	1644	2355	5	5	835	0	2064	0	1930	1423	0	0	0	0	0	0	0	3035	7	0	0	4	2206	123	
1304684497	Fri 05/06/11 08:21:37	2433	1885	2010	1644	2356	5	5	833	0	2064	0	2141	1434	0	0	0	0	0	0	0	3034	7	0	0	4	2204	123	
1304684557	Fri 05/06/11 08:22:37	2434	1885	2010	1644	2357	5	5	832	0	2064	1	2090	1439	0	0	0	0	0	0	0	3034	7	0	0	4	2203	123	
1304684617	Fri 05/06/11 08:23:37	2435	1885	2010	1644	2358	5	5	831	0	2064	0	2046	1449	0	0	0	0	0	0	0	3034	7	0	0	5	2202	123	
1304684677	Fri 05/06/11 08:24:37	2436	1861	2003	1682	2358	21	13	826	0	2059	36	2182	1233	45	1214	20	10	2	0	28	3034	20	46	6	30	2197	115	
1304684737	Fri 05/06/11 08:25:37	2439	1993	1946	1649	2358	15	9	800	0	0	10	1969	1145	32	1136	18	6	3	0	12	3035	17	32	5	18	2172	171	
1304684797	Fri 05/06/11 08:26:37	2445	2066	1912	1647	2364	5	5	806	0	656	0	1978	1050	0	0	0	0	0	0	0	3034	6	0	0	4	2177	186	
1304684857	Fri 05/06/11 08:27:37	2449	2066	1912	1647	2372	5	5	808	0	2064	1	1962	1127	0	0	0	0	0	0	0	3034	6	0	0	5	2179	187	
1304684917	Fri 05/06/11 08:28:37	2452	2066	1912	1647	2380	5	5	808	0	2064	0	1994	1185	0	0	0	0	0	0	0	3034	6	0	0	4	2179	187	
1304684977	Fri 05/06/11 08:29:37	2454	2066	1912	1647	2386	5	5	807	0	2064	0	1935	1135	0	0	0	0	0	0	0	3035	6	0	0	4	2178	188	
1304685037	Fri 05/06/11 08:30:37	2455	2066	1913	1647	2392	5	5	809	0	2064	0	1949	1156	0	0	0	0	0	0	0	3037	6	0	0	4	2180	220	
1304685097	Fri 05/06/11 08:31:37	2457	2066	1912	1647	2397	5	5	813	0	2064	1	1887	1135	0	0	0	0	0	0	0	3037	6	0	0	4	2184	221	
1304685157	Fri 05/06/11 08:32:37	2459	2066	1913	1647	2401	5	5	814	0	2064	0	1985	1178	0	0	0	0	0	0	0	3038	6	0	0	5	2185	221	
1304685217	Fri 05/06/11 08:33:37	2460	2066	1913	1647	2405	5	5	814	0	2064	0	1989	1174	0	0	0	0	0	0	0	3038	6	1	0	4	2185	220	
1304685277	Fri 05/06/11 08:34:37	2461	2066	1913	1647	2409	5	5	814	0	2064	0	1969	1158	0	0	0	0	0	0	0	3037	6	0	0	5	2185	199	
1304685337	Fri 05/06/11 08:35:37	2463	2066	1913	1647	2412	5	5	817	0	2064	1	1968	1148	0	0	0	0	0	0	0	3037	7	0	0	4	2188	188	
1304685397	Fri 05/06/11 08:36:37	2465	2066	1913	1648	2415	5	5	820	0	2064	0	2013	1163	0	0	0	0	0	0	0	3037	6	0	0	4	2191	190	
1304685457	Fri 05/06/11 08:37:37	2466	2066	1913	1648	2418	5	5	822	0	2064	0	1986	1088	0	0	0	0	0	0	0	3035	7	0	0	4	2193	191	
1304685517	Fri 05/06/11 08:38:37	2468	2066	1913	1648	2421	5	5	826	0	2064	1	2046	1186	0	0	0	0	0	0	0	3033	6	0	0	3	2197	191	
1304685577	Fri 05/06/11 08:39:37	2470	2066	1913	1648	2424	5	5	831	0	2064	1	1964	1159	0	0	0	0	0	0	0	3034	6	0	0	4	2202	191	
1304685637	Fri 05/06/11 08:40:37	2471	2066	1913	1648	2426	5	5	833	0	2064	1	2031	1170	0	0	0	0	0	0	0	3034	6	0	0	4	2204	191	
1304685697	Fri 05/06/11 08:41:37	2472	2066	1913	1648	2429	5	5	835	0	2064	1	1973	1192	0	0	0	0	0	0	0	3034	6	0	0	4	2206	190	
1304685757	Fri 05/06/11 08:42:37	2474	2066	1913	1648	2431	5	5	836	0	2064	0	2093	1174	0	0	0	0	0	0	0	3034	6	0	0	4	2207	190	
1304685817	Fri 05/06/11 08:43:37	2475	2066	1913	1648	2433	5	5	844	0	2064	1	2008	1201	0	0	0	0	0	0	0	3034	6	0	0	4	2215	190	
1304685877	Fri 05/06/11 08:44:37	2477	2066	1913	1648	2435	5	5	846	0	2064	0	1969	1143	0	0	0	0	0	0	0	3034	7	0	0	4	2217	190	
1304685937	Fri 05/06/11 08:45:37	2478	2066	1913	1648	2437	5	5	846	0	2064	0	1976	1135	0	0	0	0	0	0	0	3034	6	0	0	4	2217	190	
1304685997	Fri 05/06/11 08:46:37	2479	1982	1995	1682	2427	36	31	844	0	2051	80	2134	1028	101	1370	77	29	12	0	65	3034	50	120	18	78	2215	174	
1304686057	Fri 05/06/11 08:47:37	2476	1904	1996	1648	2380	38	27	835	3	0	78	1998	1097	101	1396	59	25	16	0	54	3034	37	98	34	83	2206	171	
1304686117	Fri 05/06/11 08:48:37	2470	1869	1983	1656	2382	5	5	821	0	528	0	2021	1460	0	0	0	0	0	0	0	3034	7	0	0	4	2192	192	
1304686177	Fri 05/06/11 08:49:37	2465	1865	1983	1658	2391	6	6	809	0	2064	4	2086	1425	0	0	0	0	0	0	3	3034	8	2	1	11	2180	188	
1304686237	Fri 05/06/11 08:50:37	2464	1863	1983	1659	2396	5	5	803	0	2064	1	1856	1418	0	0	0	0	0	0	0	3034	6	0	0	4	2174	193	
1304686297	Fri 05/06/11 08:51:37	2463	1863	1983	1659	2398	5	5	798	0	2064	0	1900	1424	0	0	0	0	0	0	0	3034	6	0	0	4	2169	192	
1304686357	Fri 05/06/11 08:52:37	2463	1863	1983	1659	2400	5	5	796	0	2064	0	1956	1465	0	0	0	0	0	0	0	3034	6	0	0	4	2167	193	
1304686417	Fri 05/06/11 08:53:37	2463	1863	1982	1659	2401	5	5	794	0	2064	1	2009	1473	0	0	0	0	0	0	0	3033	6	0	0	4	2165	192	
1304686477	Fri 05/06/11 08:54:37	2464	1863	1983	1659	2402	5	5	794	0	2064	0	1949	1450	0	0	0	0	0	0	0	3033	6	0	0	4	2165	191	
1304686537	Fri 05/06/11 08:55:37	2465	1863	1983	1660	2403	5	5	796	0	2064	0	1893	1407	0	0	0	0	0	0	0	3034	7	0	0	4	2167	190	
1304686597	Fri 05/06/11 08:56:37	2466	1863	1982	1659	2403	5	5	798	0	2064	0	2078	1386	0	0	0	0	0	0	0	3034	6	0	0	4	2169	191	
1304686657	Fri 05/06/11 08:57:37	2467	1863	1982	1660	2404	5	5	799	0	2064	0	2078	1405	0	0	0	0	0	0	0	3034	7	0	0	4	2170	190	
1304686717	Fri 05/06/11 08:58:37	2468	1863	1982	1660	2405	5	5	800	0	2064	0	2125	1460	0	0	0	0	0	0	0	3033	7	0	0	4	2171	187	
1304686777	Fri 05/06/11 08:59:37	2469	1863	1985	1659	2406	9	7	799	0	2058	17	2209	1218	1	0	0	1	0	0	7	3033	10	2	0	17	2170	176	
1304686837	Fri 05/06/11 09:00:37	2470	1863	2006	1654	2406	5	5	797	0	272	0	2082	1374	0	0	0	0	0	0	0	3034	7	0	0	4	2168	185	
1304686897	Fri 05/06/11 09:01:37	2471	1863	2010	1654	2407	5	5	799	0	2064	3	2128	1350	0	0	0	0	0	0	3	3034	8	0	0	12	2170	185	
1304686957	Fri 05/06/11 09:02:37	2472	1863	2012	1654	2407	5	5	801	0	2064	1	1935	1392	0	0	0	0	0	0	1	3034	8	0	0	6	2172	185	
1304687017	Fri 05/06/11 09:03:37	2474	1836	2104	1881	2407	25	23	807	0	2057	58	2058	1104	53	1300	40	5	7	0	72	3033	26	53	6	58	2178	164	
1304687077	Fri 05/06/11 09:04:37	2474	1862	2343	2121	2378	154	132	809	25	0	164	2099	803	492	1690	437	117	119	0	170	3034	91	326	69	134	2180	225	
1304687137	Fri 05/06/11 09:05:37	2468	2111	2481	1967	2340	57	43	772	0	0	166	2061	1096	158	1164	65	64	31	0	158	3033	34	54	9	126	2143	205	
1304687197	Fri 05/06/11 09:06:37	2460	2171	2343	2016	2323	263	213	756	20	0	294	2033	647	836	1855	673	237	175	1	301	3033	178	590	111	227	2127	381	
1304687257	Fri 05/06/11 09:07:37	2453	2128	2051	1628	2317	18	15	750	0	0	52	2117	1003	36	854	26	13	16	0	45	3033	17	20	5	55	2121	215	
1304687317	Fri 05/06/11 09:08:37	2451	2132	2059	1625	2327	5	5	747	0	336	0	1910	1425	0	0	0	0	0	0	0	3033	6	0	0	4	2118	217	
1304687377	Fri 05/06/11 09:09:37	2452	2111	2066	1628	2334	12	10	748	0	2051	17	2018	1290	26	998	17	0	10	0	20	3033	12	18	1	18	2119	206	
1304687437	Fri 05/06/11 09:10:37	2454	2088	2071	1617	2342	5	5	749	0	464	1	2135	1437	0	0	0	0	0	0	0	3033	6	0	0	4	2120	214	
1304687497	Fri 05/06/11 09:11:37	2456	2016	2006	1652	2352	74	43	756	0	2055	108	2192	888	198	1573	131	45	32	0	106	3033	57	185	67	127	2127	207	
1304687557	Fri 05/06/11 09:12:37	2458	1922	1962	1645	2372	10	9	753	0	0	21	2114	955	14	826	6	2	0	0	28	3034	13	11	4	35	2124	202	
1304687617	Fri 05/06/11 09:13:37	2460	1923	1976	1640	2382	5	5	752	0	720	0	1976	1176	0	0	0	0	0	0	1	3033	7	0	0	5	2124	198	
1304687677	Fri 05/06/11 09:14:37	2463	2211	2247	2142	2385	78	69	748	5	2050	102	1968	1176	170	1715	161	51	53	1	100	3034	60	134	35	97	2119	199	
1304687737	Fri 05/06/11 09:15:37	2465	2273	2338	2307	2387	21	13	747	0	0	28	1958	1479	40	1097	20	15	8	0	22	3033	17	33	5	23	2118	179	
1304687797	Fri 05/06/11 09:16:37	2466	2266	2340	2317	2394	8	7	745	0	848	1	1944	1539	0	0	0	0	0	0	1	3033	9	0	0	6	2116	195	
1304687857	Fri 05/06/11 09:17:37	2468	2270	2338	2315	2401	14	11	746	0	2059	18	1990	1507	11	890	9	4	1	0	12	3033	11	6	2	14	2117	176	
1304687917	Fri 05/06/11 09:18:37	2471	2279	2333	2312	2407	8	7	748	0	272	1	1862	1563	0	0	0	0	0	0	0	3033	8	0	0	6	2119	181	
1304687977	Fri 05/06/11 09:19:37	2474	2279	2333	2312	2412	9	7	751	0	2064	1	1846	1587	0	0	0	0	0	0	1	3033	9	1	0	5	2122	181	
1304688037	Fri 05/06/11 09:20:37	2476	2254	2248	2331	2416	67	49	751	4	2058	113	1933	1268	220	1491	147	64	45	0	113	3033	50	180	65	109	2122	188	
1304688097	Fri 05/06/11 09:21:37	2478	2187	2364	2348	2416	8	9	746	0	144	2	2006	1561	0	0	0	0	0	0	8	3033	9	0	0	10	2117	180	
1304688157	Fri 05/06/11 09:22:37	2478	2187	2363	2348	2416	8	9	748	0	2064	2	1974	1574	0	0	0	0	0	0	4	3033	8	0	0	5	2119	181	
1304688217	Fri 05/06/11 09:23:37	2479	2188	2362	2348	2417	7	8	751	0	2064	1	1941	1530	0	0	0	0	0	0	0	3033	8	0	0	5	2122	181	
1304688277	Fri 05/06/11 09:24:37	2480	2188	2362	2348	2418	8	8	753	0	2064	0	2009	1613	0	0	0	0	0	0	0	3033	8	0	0	5	2124	182	
1304688337	Fri 05/06/11 09:25:37	2480	2186	2355	2357	2419	10	11	753	0	2051	12	1936	1572	0	0	0	0	0	0	21	3033	10	0	0	14	2124	176	
1304688397	Fri 05/06/11 09:26:37	2481	2185	2353	2360	2421	8	8	754	0	784	1	1902	1629	0	0	0	0	0	0	0	3033	8	0	0	5	2125	181	
1304688457	Fri 05/06/11 09:27:37	2482	2253	2131	1865	2418	85	61	746	4	2051	142	2155	993	259	1589	173	93	52	0	124	3032	72	223	62	135	2117	195	
1304688517	Fri 05/06/11 09:28:37	2481	2203	2055	1650	2405	11	11	743	0	0	29	2083	1251	20	712	18	9	8	0	26	3033	15	28	13	35	2114	181	
1304688577	Fri 05/06/11 09:29:37	2482	2163	2049	1655	2401	40	38	746	4	654	28	1998	1263	102	1603	89	15	13	0	31	3033	34	88	16	32	2117	182	
1304688637	Fri 05/06/11 09:30:37	2482	1750	1902	1769	2396	19	15	873	0	0	31	1940	1249	43	1094	24	11	8	0	30	3032	26	50	11	44	2244	176	
1304688697	Fri 05/06/11 09:31:37	2480	1738	1906	1775	2403	5	5	827	0	592	0	2050	1449	0	0	0	0	0	0	0	3033	6	0	0	5	2198	196	
1304688757	Fri 05/06/11 09:32:37	2481	1738	1906	1775	2410	5	5	804	0	2064	0	2051	1425	0	0	0	0	0	0	0	3032	7	0	0	4	2175	195	
1304688817	Fri 05/06/11 09:33:37	2483	1738	1906	1775	2416	5	5	792	0	2064	1	2128	1429	0	0	0	0	0	0	0	3032	7	0	0	4	2163	194	
1304688877	Fri 05/06/11 09:34:37	2485	1738	1906	1775	2420	5	5	782	0	2064	0	2068	1415	0	0	0	0	0	0	0	3033	7	0	0	4	2153	190	
1304688937	Fri 05/06/11 09:35:37	2487	1738	1907	1775	2424	5	5	774	0	2064	0	1979	1437	0	0	0	0	0	0	0	3032	6	0	0	5	2146	188	
1304688997	Fri 05/06/11 09:36:37	2489	1784	1921	1742	2427	12	11	784	0	2059	28	1966	1329	21	836	16	3	12	0	21	3032	15	29	11	33	2155	166	
1304689057	Fri 05/06/11 09:37:37	2491	1915	1968	1645	2422	6	6	841	0	0	6	2065	1363	1	0	0	1	0	0	3	3033	8	1	0	16	2212	180	
1304689117	Fri 05/06/11 09:38:37	2492	1974	1989	1641	2418	23	18	909	0	1029	63	2069	973	39	1099	40	7	13	0	51	3032	33	73	27	104	2280	163	
1304689177	Fri 05/06/11 09:39:37	2492	2069	2024	1619	2414	4	5	927	0	16	0	1992	1408	0	0	0	0	0	0	1	3033	7	0	0	4	2298	187	
1304689237	Fri 05/06/11 09:40:37	2492	2069	2024	1619	2413	5	5	922	0	2064	0	2149	1399	0	0	0	0	0	0	0	3033	7	0	0	4	2293	188	
1304689297	Fri 05/06/11 09:41:37	2493	2070	2025	1619	2413	5	5	919	0	2064	2	2092	1385	0	0	0	0	0	0	0	3032	8	0	0	8	2290	189	
1304689357	Fri 05/06/11 09:42:37	2494	2070	2027	1619	2413	5	5	918	0	2064	0	1940	1448	0	0	0	0	0	0	0	3032	7	0	0	4	2289	190	
1304689417	Fri 05/06/11 09:43:37	2495	2070	2027	1619	2414	4	5	919	0	2064	0	1919	1378	0	0	0	0	0	0	0	3032	7	0	0	4	2290	191	
1304689477	Fri 05/06/11 09:44:37	2496	2074	2025	1624	2415	28	19	917	0	2061	31	1911	1303	52	1359	57	12	15	0	27	3033	33	77	24	61	2288	169	
1304689537	Fri 05/06/11 09:45:37	2497	2084	2084	1618	2391	19	17	899	0	0	38	1960	1194	54	1104	40	21	16	0	34	3032	23	42	19	42	2270	169	
1304689597	Fri 05/06/11 09:46:37	2495	2082	2088	1617	2382	5	5	894	0	912	0	1963	1418	0	0	0	0	0	0	0	3032	7	0	0	4	2265	192	
1304689657	Fri 05/06/11 09:47:37	2495	2082	2087	1617	2386	4	5	886	0	2064	0	1939	1389	0	0	0	0	0	0	0	3032	7	0	0	4	2257	193	
1304689717	Fri 05/06/11 09:48:37	2495	2148	2067	1638	2390	24	18	879	0	2054	50	2085	1131	69	1195	48	14	19	0	42	3032	26	50	11	65	2250	173	
1304689777	Fri 05/06/11 09:49:37	2495	2193	2059	1645	2385	5	5	876	0	400	0	2077	1366	0	0	0	0	0	0	0	3032	7	0	0	4	2247	193	
1304689837	Fri 05/06/11 09:50:37	2494	2192	2059	1644	2386	5	5	872	0	2064	0	2022	1433	0	0	0	0	0	0	0	3032	8	0	0	4	2243	193	
1304689897	Fri 05/06/11 09:51:37	2494	2024	2006	1710	2388	41	32	863	0	2057	75	2102	1055	107	1371	67	21	18	0	84	3032	45	119	35	79	2234	178	
1304689957	Fri 05/06/11 09:52:37	2494	1879	1939	1666	2409	5	5	837	0	144	0	2064	1424	0	0	0	0	0	0	0	3033	7	0	0	4	2208	193	
1304690017	Fri 05/06/11 09:53:37	2495	1879	1940	1666	2424	5	5	829	0	2064	0	1915	1461	0	0	0	0	0	0	0	3032	7	0	0	4	2200	193	
1304690077	Fri 05/06/11 09:54:37	2498	1879	1940	1666	2432	5	5	825	0	2064	1	1938	1423	0	0	0	0	0	0	0	3032	7	0	0	4	2196	193	
1304690137	Fri 05/06/11 09:55:37	2500	1879	1940	1666	2439	5	5	824	0	2064	0	1918	1448	0	0	0	0	0	0	0	3032	8	0	0	4	2195	192	
1304690197	Fri 05/06/11 09:56:37	2502	1879	1940	1666	2443	5	5	823	0	2064	0	1949	1411	0	0	0	0	0	0	0	3032	7	0	0	4	2194	190	
1304690257	Fri 05/06/11 09:57:37	2505	1879	1940	1666	2447	5	5	823	0	2064	0	1972	1449	0	0	0	0	0	0	0	3032	7	0	0	4	2194	189	
1304690317	Fri 05/06/11 09:58:37	2506	1879	1939	1666	2450	5	5	823	0	2064	1	1980	1394	0	0	0	0	0	0	0	3032	7	0	0	5	2194	188	
1304690377	Fri 05/06/11 09:59:37	2508	1879	1939	1666	2453	5	5	824	0	2064	1	2100	1398	0	0	0	0	0	0	0	3032	7	0	0	4	2195	187	
1304690437	Fri 05/06/11 10:00:37	2510	1879	1939	1666	2456	5	5	827	0	2064	0	2045	1411	0	0	0	0	0	0	0	3032	8	0	0	4	2198	186	
1304690497	Fri 05/06/11 10:01:37	2512	1879	1940	1666	2459	5	5	828	0	2064	0	1951	1423	0	0	0	0	0	0	0	3032	8	0	0	4	2199	186	
1304690557	Fri 05/06/11 10:02:37	2514	1879	1939	1666	2461	5	5	833	0	2064	0	2026	1430	0	0	0	0	0	0	0	3032	8	0	0	4	2204	186	
1304690617	Fri 05/06/11 10:03:37	2515	1837	1925	1760	2463	45	28	837	0	2059	109	1865	1142	129	1290	73	59	39	0	87	3032	33	96	18	93	2208	167	
1304690677	Fri 05/06/11 10:04:37	2515	1701	1822	2211	2435	13	12	779	0	16	12	1913	1606	0	0	0	0	0	0	13	3031	10	1	0	9	2150	167	
1304690737	Fri 05/06/11 10:05:37	2510	1701	1819	2205	2395	13	9	756	0	2064	1	1904	1672	0	0	0	0	0	0	0	3032	9	0	0	5	2128	172	
1304690797	Fri 05/06/11 10:06:37	2500	2072	2172	2151	2363	95	68	734	6	2049	177	2225	694	270	1579	221	68	49	0	178	3032	68	203	36	144	2105	199	
1304690857	Fri 05/06/11 10:07:37	2490	2401	2309	2045	2354	18	12	732	0	0	32	2155	1203	18	892	7	6	2	0	31	3032	17	12	3	38	2103	184	
1304690917	Fri 05/06/11 10:08:37	2484	2403	2263	1948	2370	24	24	719	0	0	52	2068	1123	68	1158	48	26	14	0	58	3032	26	59	12	55	2090	182	
1304690977	Fri 05/06/11 10:09:37	2481	2424	2248	1951	2392	13	10	726	0	0	18	2107	1208	2	552	3	2	0	0	16	3032	15	7	2	31	2097	185	
1304691037	Fri 05/06/11 10:10:37	2481	2402	2290	1994	2406	26	21	715	0	0	80	2233	981	37	1000	23	17	6	0	78	3032	29	39	9	94	2086	183	
1304691097	Fri 05/06/11 10:11:37	2480	2397	2302	1998	2404	35	25	704	0	0	76	2300	727	58	1195	36	21	5	0	82	3032	33	56	7	91	2075	188	
1304691157	Fri 05/06/11 10:12:37	2478	2414	2283	2015	2406	15	14	699	0	0	25	2232	1078	8	736	8	2	1	0	37	3032	22	22	5	66	2070	188	
1304691217	Fri 05/06/11 10:13:37	2477	2390	2266	2030	2404	85	56	754	0	0	129	2115	908	246	1564	182	101	47	0	121	3032	54	155	27	116	2125	205	
1304691277	Fri 05/06/11 10:14:37	2473	2188	2243	1866	2366	165	126	754	26	0	157	2127	767	498	1786	405	116	83	0	149	3032	109	376	71	137	2125	231	
1304691337	Fri 05/06/11 10:15:37	2467	2252	2143	1787	2332	35	23	744	3	0	76	2108	1153	86	1290	46	25	13	0	51	3032	27	45	7	55	2115	203	
1304691397	Fri 05/06/11 10:16:37	2463	2423	2237	2096	2348	36	22	735	0	0	89	2047	1255	92	1117	38	43	10	0	53	3032	27	45	8	69	2106	197	
1304691457	Fri 05/06/11 10:17:37	2464	2386	2313	2160	2375	17	11	730	0	592	33	1956	1352	0	0	0	0	0	0	8	3031	12	0	0	27	2101	192	
1304691517	Fri 05/06/11 10:18:37	2466	2384	2317	2159	2395	16	11	724	0	2064	31	1973	1321	2	0	1	1	1	0	9	3031	14	0	0	39	2095	189	
1304691577	Fri 05/06/11 10:19:37	2470	2347	2265	2039	2411	41	25	720	0	2049	55	1988	1248	77	1428	57	22	13	0	37	3032	31	62	8	62	2091	188	
1304691637	Fri 05/06/11 10:20:37	2475	2204	2103	1653	2407	40	32	725	0	0	50	2050	1012	106	1475	88	30	39	0	58	3032	40	89	25	80	2096	187	
1304691697	Fri 05/06/11 10:21:37	2478	2204	2111	1650	2385	6	6	738	0	80	3	1970	1231	0	0	0	0	0	0	3	3031	10	0	0	14	2109	190	
1304691757	Fri 05/06/11 10:22:37	2480	2197	2106	1647	2374	7	7	742	0	2064	7	1931	1152	2	0	2	0	1	0	6	3031	11	0	0	25	2114	186	
1304691817	Fri 05/06/11 10:23:37	2480	2239	2104	1727	2370	39	31	739	0	2053	75	1942	1048	84	1358	60	26	20	0	76	3032	41	82	13	85	2110	178	
1304691877	Fri 05/06/11 10:24:37	2481	2078	2106	1618	2362	33	35	736	0	0	111	2044	860	62	1289	70	26	36	0	97	3032	46	89	34	120	2107	181	
1304691937	Fri 05/06/11 10:25:37	2481	2219	2248	1731	2360	45	34	731	0	0	102	2160	914	98	1299	83	27	21	0	106	3032	41	91	21	139	2102	181	
1304691997	Fri 05/06/11 10:26:37	2479	2247	2294	1756	2357	52	32	712	0	0	202	2094	1120	99	1244	33	41	17	0	118	3031	31	42	23	123	2084	190	
1304692057	Fri 05/06/11 10:27:37	2474	2113	2172	1632	2344	7	7	708	0	79	11	1876	1000	0	0	2	0	2	0	16	3032	11	0	0	17	2079	187	
1304692117	Fri 05/06/11 10:28:37	2471	2100	2158	1628	2349	10	8	704	0	0	8	1940	1344	21	1026	15	5	3	0	10	3032	10	15	5	10	2075	191	
