EPOCH	TIME	MOVTSKIN	MOVACCTR	MOVACCLO	MOVACCFW	MOVTCOV	MADACCTR	MADACCLO	COMPGSR	PEDO3	PLATEAU	TRPEAKS	MOVTHETA	MADTHETA	TCOUNT	LOGSWEEP	LCOUNT	T0CROSS	L0CROSS	PEDO3TOE	LOPEAKS	MOVVBAT	MADACCFW	FCOUNT	F0CROSS	FWPEAKS	MOVGSR	EE	
1304673037	Fri 05/06/11 05:10:37	2429	2357	2220	2315	2254	9	8	1697	0	2064	6	2003	925	0	0	0	0	0	0	0	3040	11	0	0	17	3068	190	
1304673097	Fri 05/06/11 05:11:37	2427	2357	2220	2316	2251	9	8	1689	0	2064	9	1972	929	0	0	0	0	0	0	1	3039	11	0	0	20	3060	189	
1304673157	Fri 05/06/11 05:12:37	2426	2357	2220	2316	2251	9	8	1665	0	2064	9	1984	934	0	0	0	0	0	0	0	3039	11	0	0	17	3036	188	
1304673217	Fri 05/06/11 05:13:37	2424	2357	2220	2316	2250	9	8	1650	0	2064	8	1991	939	0	0	0	0	0	0	0	3039	11	1	0	21	3020	187	
1304673277	Fri 05/06/11 05:14:37	2422	2357	2220	2316	2249	9	8	1644	0	2064	7	1996	916	0	0	0	0	0	0	0	3040	11	0	0	20	3015	187	
1304673337	Fri 05/06/11 05:15:37	2421	2357	2220	2316	2247	9	8	1627	0	2064	9	1996	951	0	0	0	0	0	0	1	3039	11	0	0	19	2998	187	
1304673397	Fri 05/06/11 05:16:37	2419	2356	2220	2316	2245	9	8	1623	0	2064	4	1964	923	0	0	0	0	0	0	0	3039	11	0	0	18	2994	187	
1304673457	Fri 05/06/11 05:17:37	2417	2357	2220	2316	2245	9	8	1621	0	2064	5	2029	974	0	0	0	0	0	0	0	3040	11	0	0	20	2992	187	
1304673517	Fri 05/06/11 05:18:37	2416	2356	2220	2316	2244	9	8	1633	0	2064	9	2004	928	0	0	0	0	0	0	0	3039	11	1	0	19	3004	187	
1304673577	Fri 05/06/11 05:19:37	2414	2356	2220	2316	2242	9	8	1602	0	2064	7	2016	952	0	0	0	0	0	0	0	3039	11	0	0	20	2973	188	
1304673637	Fri 05/06/11 05:20:37	2413	2356	2220	2316	2241	9	8	1588	0	2064	4	1964	955	0	0	0	0	0	0	0	3039	11	2	1	20	2959	187	
1304673697	Fri 05/06/11 05:21:37	2411	2370	2170	2157	2241	86	55	1587	0	2049	154	2081	758	314	1434	192	122	53	0	145	3039	61	207	39	114	2958	200	
1304673757	Fri 05/06/11 05:22:37	2409	2157	2042	1790	2239	52	38	1632	0	0	92	1964	834	173	1413	109	40	32	0	97	3039	39	109	22	80	3003	194	
1304673817	Fri 05/06/11 05:23:37	2407	2182	2017	1647	2235	15	12	1608	0	0	29	1959	1315	42	1063	19	14	0	0	26	3039	17	41	11	30	2979	189	
1304673877	Fri 05/06/11 05:24:37	2405	2189	2018	1644	2251	5	5	1588	0	836	3	2103	1388	0	0	0	0	0	0	4	3039	7	0	0	9	2959	201	
1304673937	Fri 05/06/11 05:25:37	2407	2085	1866	1761	2258	80	59	1556	3	0	146	2130	540	253	1561	146	55	30	0	141	3039	87	265	39	129	2927	203	
1304673997	Fri 05/06/11 05:26:37	2408	2030	1999	1622	2287	8	7	1460	0	0	15	2106	1187	9	914	1	2	0	0	10	3039	10	9	1	16	2831	197	
1304674057	Fri 05/06/11 05:27:37	2414	1990	1993	1622	2314	5	4	1417	0	464	0	1964	1275	0	0	0	0	0	0	0	3039	7	0	0	5	2788	207	
1304674117	Fri 05/06/11 05:28:37	2420	1990	1994	1623	2334	5	4	1394	0	2064	0	1989	1236	0	0	0	0	0	0	0	3039	7	0	0	4	2765	204	
1304674177	Fri 05/06/11 05:29:37	2427	1990	1995	1623	2350	5	4	1380	0	2064	1	1897	1246	0	0	0	0	0	0	1	3039	7	0	0	4	2751	201	
1304674237	Fri 05/06/11 05:30:37	2434	1990	1995	1623	2362	4	5	1369	0	2064	0	1942	1239	0	0	0	0	0	0	0	3039	7	0	0	4	2740	193	
1304674297	Fri 05/06/11 05:31:37	2440	1990	1995	1623	2372	5	4	1361	0	2064	1	1987	1307	0	0	0	0	0	0	0	3039	7	0	0	4	2732	198	
1304674357	Fri 05/06/11 05:32:37	2445	1991	1995	1623	2381	5	5	1355	0	2064	0	2114	1271	0	0	0	0	0	0	0	3038	7	0	0	4	2726	187	
1304674417	Fri 05/06/11 05:33:37	2450	1990	1995	1623	2388	5	4	1350	0	2064	0	2080	1249	0	0	0	0	0	0	0	3039	7	0	0	4	2721	192	
1304674477	Fri 05/06/11 05:34:37	2455	1991	1995	1623	2395	5	4	1348	0	2064	1	2142	1282	0	0	0	0	0	0	0	3039	7	0	0	4	2719	193	
1304674537	Fri 05/06/11 05:35:37	2459	1991	1995	1624	2401	4	5	1346	0	2064	1	1989	1229	0	0	0	0	0	0	0	3039	6	0	0	4	2717	186	
1304674597	Fri 05/06/11 05:36:37	2463	1990	1995	1624	2406	5	4	1344	0	2064	0	1910	1218	0	0	0	0	0	0	0	3038	7	0	0	4	2715	192	
1304674657	Fri 05/06/11 05:37:37	2467	1981	1989	1629	2410	13	8	1344	0	2057	24	1982	1170	28	1001	5	6	3	0	15	3039	12	7	0	24	2715	174	
1304674717	Fri 05/06/11 05:38:37	2470	1981	1998	1625	2414	5	5	1345	0	400	0	1954	1296	0	0	0	0	0	0	0	3039	7	0	0	4	2716	188	
1304674777	Fri 05/06/11 05:39:37	2472	1981	1998	1625	2419	4	5	1345	0	2064	0	2032	1298	0	0	0	0	0	0	0	3038	7	0	0	4	2716	189	
1304674837	Fri 05/06/11 05:40:37	2475	1981	1998	1625	2423	5	5	1343	0	2064	1	2052	1352	0	0	0	0	0	0	0	3039	7	0	0	4	2714	190	
1304674897	Fri 05/06/11 05:41:37	2477	1981	1998	1625	2426	5	5	1343	0	2064	1	1967	1311	0	0	0	0	0	0	0	3039	8	0	0	4	2714	191	
1304674957	Fri 05/06/11 05:42:37	2480	1979	1995	1626	2430	5	5	1352	0	2064	3	2070	1291	1	0	0	0	0	0	2	3039	8	0	0	11	2723	192	
1304675017	Fri 05/06/11 05:43:37	2482	1979	1995	1626	2432	4	5	1353	0	2064	1	1974	1329	0	0	0	0	0	0	0	3038	8	0	0	4	2724	192	
1304675077	Fri 05/06/11 05:44:37	2484	1979	1995	1626	2435	4	5	1356	0	2064	0	2023	1349	0	0	0	0	0	0	0	3038	8	0	0	4	2727	192	
1304675137	Fri 05/06/11 05:45:37	2486	1979	1995	1626	2438	4	4	1354	0	2064	1	2084	1281	0	0	0	0	0	0	0	3039	8	0	0	4	2725	199	
1304675197	Fri 05/06/11 05:46:37	2487	2142	2288	2236	2425	87	70	1329	3	2048	121	1944	1060	208	1672	192	67	70	0	104	3038	54	160	29	97	2700	201	
1304675257	Fri 05/06/11 05:47:37	2484	2196	2348	2359	2387	10	8	1310	0	528	2	1879	1361	0	0	0	0	0	0	0	3038	9	1	0	5	2681	188	
1304675317	Fri 05/06/11 05:48:37	2477	2201	2346	2357	2357	13	10	1297	0	2054	24	2033	1377	3	0	2	3	1	0	16	3039	11	1	0	20	2668	183	
1304675377	Fri 05/06/11 05:49:37	2469	2204	2345	2356	2334	11	8	1284	0	592	4	2051	1473	0	0	0	0	0	0	0	3038	9	0	0	6	2655	187	
1304675437	Fri 05/06/11 05:50:37	2462	2207	2344	2355	2317	19	13	1269	0	2051	37	1987	1327	33	704	14	9	5	0	24	3038	13	9	2	26	2640	182	
1304675497	Fri 05/06/11 05:51:37	2454	2210	2342	2354	2302	12	8	1255	0	720	2	2002	1529	0	0	0	0	0	0	0	3038	9	0	0	5	2626	188	
1304675557	Fri 05/06/11 05:52:37	2448	2209	2343	2354	2291	14	12	1240	0	2057	19	2019	1440	15	432	20	7	8	0	14	3038	12	10	5	16	2611	184	
1304675617	Fri 05/06/11 05:53:37	2442	2208	2343	2354	2282	11	8	1225	0	400	4	2069	1451	0	0	0	0	0	0	0	3038	9	0	0	5	2596	188	
1304675677	Fri 05/06/11 05:54:37	2437	2172	2307	2360	2275	49	30	1210	0	2061	46	1952	1322	130	1467	100	42	39	0	51	3038	31	83	23	39	2581	186	
1304675737	Fri 05/06/11 05:55:37	2432	1780	2058	2421	2264	7	6	1171	0	80	1	2162	1446	0	0	0	0	0	0	0	3038	8	2	0	5	2541	195	
1304675797	Fri 05/06/11 05:56:37	2427	1782	2058	2422	2253	7	6	1156	0	2064	0	2166	1452	0	0	0	0	0	0	0	3038	7	0	0	5	2527	194	
1304675857	Fri 05/06/11 05:57:37	2422	1952	2045	2320	2244	57	44	1143	0	2048	90	2033	1046	190	1540	151	48	24	0	73	3038	43	137	22	62	2514	192	
1304675917	Fri 05/06/11 05:58:37	2417	2460	2059	2166	2238	9	9	1128	0	144	10	1937	977	0	0	0	0	0	0	4	3037	9	0	0	23	2499	187	
1304675977	Fri 05/06/11 05:59:37	2412	2460	2059	2165	2230	9	9	1114	0	2064	4	1964	1020	0	0	0	0	0	0	2	3038	10	0	0	23	2485	185	
1304676037	Fri 05/06/11 06:00:37	2408	2460	2059	2165	2224	9	10	1103	0	2064	7	1995	1007	0	0	0	0	0	0	1	3038	10	0	0	20	2474	182	
1304676097	Fri 05/06/11 06:01:37	2404	2460	2059	2165	2218	9	10	1092	0	2064	1	1990	1036	0	0	0	0	0	0	8	3038	10	0	0	20	2463	182	
1304676157	Fri 05/06/11 06:02:37	2401	2460	2059	2164	2214	9	10	1082	0	2064	3	1986	1007	0	0	0	0	0	0	3	3038	10	0	0	25	2453	183	
1304676217	Fri 05/06/11 06:03:37	2397	2462	2050	2133	2210	25	20	1071	0	2054	32	1982	978	58	1308	47	22	6	0	26	3038	23	49	9	41	2442	181	
1304676277	Fri 05/06/11 06:04:37	2393	2467	2029	2122	2208	9	10	1061	0	336	1	1970	1071	0	0	0	0	0	0	2	3038	9	0	0	17	2432	184	
1304676337	Fri 05/06/11 06:05:37	2390	2467	2030	2122	2205	9	10	1052	0	2064	2	1975	1118	0	0	0	0	0	0	2	3038	8	0	0	15	2423	184	
1304676397	Fri 05/06/11 06:06:37	2387	2467	2029	2121	2203	9	10	1045	0	2064	1	2018	1091	0	0	0	0	0	0	1	3038	9	0	0	17	2416	183	
1304676457	Fri 05/06/11 06:07:37	2384	2467	2029	2121	2201	8	10	1038	0	2064	0	2009	1071	0	0	0	0	0	0	1	3037	9	0	0	18	2409	183	
1304676517	Fri 05/06/11 06:08:37	2382	2467	2029	2121	2199	8	10	1032	0	2064	1	2000	1079	0	0	0	0	0	0	0	3038	9	0	0	17	2403	183	
1304676577	Fri 05/06/11 06:09:37	2380	2467	2029	2121	2197	9	10	1027	0	2064	1	1988	1088	0	0	0	0	0	0	3	3038	9	0	0	18	2398	182	
1304676637	Fri 05/06/11 06:10:37	2378	2467	2029	2120	2195	9	10	1022	0	2064	1	1992	1066	0	0	0	0	0	0	3	3037	9	0	0	14	2393	182	
1304676697	Fri 05/06/11 06:11:37	2377	2467	2030	2120	2194	9	10	1017	0	2064	2	1993	1081	0	0	0	0	0	0	2	3038	9	0	0	13	2388	181	
1304676757	Fri 05/06/11 06:12:37	2375	2467	2030	2120	2192	8	10	1013	0	2064	3	1987	1059	0	0	0	0	0	0	3	3038	9	0	0	17	2384	181	
1304676817	Fri 05/06/11 06:13:37	2374	2467	2030	2120	2192	8	11	1013	0	2064	0	2005	1065	0	0	0	0	0	0	3	3038	9	0	0	14	2384	180	
1304676877	Fri 05/06/11 06:14:37	2374	2467	2030	2120	2191	9	11	1031	0	2064	1	1984	1050	0	0	0	0	0	0	3	3038	9	0	0	17	2402	179	
1304676937	Fri 05/06/11 06:15:37	2373	2467	2030	2120	2190	9	11	1044	0	2064	1	1959	1075	0	0	0	0	0	0	3	3038	9	0	0	19	2415	179	
1304676997	Fri 05/06/11 06:16:37	2372	2467	2030	2120	2189	8	10	1049	0	2064	2	1924	1072	0	0	0	0	0	0	4	3037	9	0	0	16	2420	180	
1304677057	Fri 05/06/11 06:17:37	2371	2467	2030	2120	2188	9	10	1066	0	2064	2	1919	1108	0	0	0	0	0	0	0	3037	9	0	0	15	2437	180	
1304677117	Fri 05/06/11 06:18:37	2370	2467	2030	2119	2187	9	10	1065	0	2064	0	1913	1102	0	0	0	0	0	0	2	3037	9	0	0	21	2436	180	
1304677177	Fri 05/06/11 06:19:37	2368	2467	2030	2119	2187	9	10	1062	0	2064	1	1932	1108	0	0	0	0	0	0	2	3038	9	0	0	18	2433	180	
1304677237	Fri 05/06/11 06:20:37	2367	2467	2030	2119	2187	9	10	1068	0	2064	1	1937	1072	0	0	0	0	0	0	1	3037	9	0	0	15	2439	180	
1304677297	Fri 05/06/11 06:21:37	2367	2467	2030	2119	2186	9	10	1082	0	2064	1	1936	1094	0	0	0	0	0	0	1	3037	9	0	0	16	2453	181	
1304677357	Fri 05/06/11 06:22:37	2366	2467	2030	2119	2185	9	10	1097	0	2064	1	1922	1114	0	0	0	0	0	0	2	3037	9	0	0	16	2468	181	
1304677417	Fri 05/06/11 06:23:37	2365	2467	2029	2119	2185	9	10	1106	0	2064	0	1995	1100	0	0	0	0	0	0	1	3037	9	0	0	19	2476	129	
1304677477	Fri 05/06/11 06:24:37	2364	2467	2029	2119	2185	9	11	1131	0	2064	0	1962	1128	0	0	0	0	0	0	2	3038	9	0	0	18	2502	129	
1304677537	Fri 05/06/11 06:25:37	2364	2467	2029	2118	2184	9	10	1155	0	2064	1	1998	1104	0	0	0	0	0	0	3	3037	9	0	0	17	2525	129	
1304677597	Fri 05/06/11 06:26:37	2363	2467	2029	2118	2184	9	10	1150	0	2064	0	2007	1097	0	0	0	0	0	0	2	3037	9	0	0	17	2521	128	
1304677657	Fri 05/06/11 06:27:37	2362	2467	2029	2118	2183	9	10	1146	0	2064	3	1983	1105	0	0	0	0	0	0	0	3037	9	0	0	17	2517	128	
1304677717	Fri 05/06/11 06:28:37	2361	2467	2029	2118	2184	9	10	1170	0	2064	1	1982	1115	0	0	0	0	0	0	4	3037	9	0	0	14	2540	128	
1304677777	Fri 05/06/11 06:29:37	2361	2467	2029	2118	2183	9	10	1157	0	2064	2	1969	1110	0	0	0	0	0	0	0	3038	9	0	0	17	2527	128	
1304677837	Fri 05/06/11 06:30:37	2360	2467	2030	2118	2184	9	10	1148	0	2064	0	1938	1120	0	0	0	0	0	0	3	3041	9	0	0	17	2518	128	
1304677897	Fri 05/06/11 06:31:37	2359	2467	2029	2118	2184	9	10	1154	0	2064	2	1983	1134	0	0	0	0	0	0	0	3042	9	0	0	17	2524	128	
1304677957	Fri 05/06/11 06:32:37	2359	2467	2030	2118	2183	9	10	1152	0	2064	0	1978	1119	0	0	0	0	0	0	2	3042	9	0	0	17	2523	128	
1304678017	Fri 05/06/11 06:33:37	2358	2467	2029	2118	2182	9	10	1149	0	2064	1	1983	1113	0	0	0	0	0	0	2	3042	9	0	0	15	2520	155	
1304678077	Fri 05/06/11 06:34:37	2357	2467	2030	2118	2182	9	10	1140	0	2064	1	1906	1168	0	0	0	0	0	0	2	3042	8	0	0	16	2511	155	
1304678137	Fri 05/06/11 06:35:37	2356	2467	2030	2118	2182	9	10	1140	0	2064	1	1920	1144	0	0	0	0	0	0	1	3042	9	0	0	16	2511	155	
1304678197	Fri 05/06/11 06:36:37	2355	2467	2030	2118	2182	9	10	1138	0	2064	1	1937	1120	0	0	0	0	0	0	1	3041	9	0	0	17	2508	155	
1304678257	Fri 05/06/11 06:37:37	2355	2467	2030	2117	2181	9	10	1140	0	2064	0	1919	1125	0	0	0	0	0	0	0	3038	9	0	0	16	2511	155	
1304678317	Fri 05/06/11 06:38:37	2354	2467	2030	2117	2181	9	10	1133	0	2064	2	1922	1105	0	0	0	0	0	0	3	3036	8	0	0	17	2504	155	
1304678377	Fri 05/06/11 06:39:37	2353	2468	2030	2117	2181	9	10	1137	0	2064	1	1960	1161	0	0	0	0	0	0	0	3037	9	0	0	17	2508	155	
1304678437	Fri 05/06/11 06:40:37	2353	2467	2030	2116	2181	9	10	1136	0	2064	1	1955	1143	0	0	0	0	0	0	2	3037	9	0	0	15	2507	155	
1304678497	Fri 05/06/11 06:41:37	2352	2468	2030	2116	2181	9	10	1134	0	2064	0	1976	1154	0	0	0	0	0	0	1	3037	9	0	0	15	2504	155	
1304678557	Fri 05/06/11 06:42:37	2351	2468	2030	2117	2180	9	10	1134	0	2064	0	1960	1133	0	0	0	0	0	0	0	3037	8	0	0	16	2505	155	
1304678617	Fri 05/06/11 06:43:37	2351	2468	2030	2116	2180	9	9	1125	0	2064	1	2007	1172	0	0	0	0	0	0	0	3037	8	0	0	14	2496	155	
1304678677	Fri 05/06/11 06:44:37	2350	2266	1909	2029	2180	51	37	1121	0	2057	97	1951	812	173	1307	91	44	37	0	108	3037	34	76	13	86	2492	155	
1304678737	Fri 05/06/11 06:45:37	2350	2213	1952	1678	2188	11	11	1096	0	0	19	2002	1085	12	908	16	1	2	0	22	3037	13	21	3	21	2467	208	
1304678797	Fri 05/06/11 06:46:37	2350	2263	1962	1693	2222	6	6	1092	0	144	1	1950	1157	0	0	0	0	0	0	1	3036	6	0	0	7	2463	218	
1304678857	Fri 05/06/11 06:47:37	2354	2085	1970	1684	2244	25	27	1099	3	2056	43	2070	1033	55	1407	44	12	14	0	39	3037	29	50	18	44	2470	205	
1304678917	Fri 05/06/11 06:48:37	2360	1875	1991	1649	2269	5	5	1122	0	336	0	2102	1397	0	0	0	0	0	0	0	3037	7	0	0	4	2493	220	
1304678977	Fri 05/06/11 06:49:37	2366	1875	1992	1650	2283	5	5	1161	0	2064	0	1893	1387	0	0	0	0	0	0	0	3037	7	0	0	4	2532	218	
1304679037	Fri 05/06/11 06:50:37	2371	1891	1988	1645	2291	5	5	1165	0	2064	4	1958	1363	0	0	0	0	0	0	2	3036	8	0	0	7	2535	217	
1304679097	Fri 05/06/11 06:51:37	2375	1898	1986	1643	2297	4	5	1172	0	2064	1	1851	1364	0	0	0	0	0	0	0	3036	8	0	0	4	2543	222	
1304679157	Fri 05/06/11 06:52:37	2379	1898	1985	1643	2302	5	5	1180	0	2064	0	2224	1397	0	0	0	0	0	0	0	3037	8	0	0	5	2551	213	
1304679217	Fri 05/06/11 06:53:37	2382	1898	1985	1643	2306	5	5	1183	0	2064	0	2176	1407	0	0	0	0	0	0	0	3037	7	0	0	4	2554	212	
1304679277	Fri 05/06/11 06:54:37	2386	1898	1985	1643	2309	5	5	1187	0	2064	0	2165	1427	0	0	0	0	0	0	0	3037	8	0	0	5	2558	215	
1304679337	Fri 05/06/11 06:55:37	2389	1898	1985	1643	2313	5	5	1189	0	2064	0	2094	1446	0	0	0	0	0	0	0	3037	7	0	0	4	2560	183	
1304679397	Fri 05/06/11 06:56:37	2391	1898	1985	1643	2316	4	5	1191	0	2064	1	2038	1453	0	0	0	0	0	0	0	3036	8	0	0	4	2562	183	
1304679457	Fri 05/06/11 06:57:37	2394	1898	1985	1643	2319	5	5	1195	0	2064	0	1913	1415	0	0	0	0	0	0	0	3036	8	0	0	5	2566	183	
1304679517	Fri 05/06/11 06:58:37	2397	1902	1983	1643	2321	5	5	1194	0	2057	2	1947	1389	0	0	1	0	0	0	1	3036	8	0	0	7	2565	186	
1304679577	Fri 05/06/11 06:59:37	2399	1905	1981	1642	2324	4	5	1193	0	464	0	2215	1364	0	0	0	0	0	0	0	3037	7	0	0	4	2564	187	
1304679637	Fri 05/06/11 07:00:37	2402	1906	1981	1642	2326	4	5	1199	0	2064	0	2226	1365	0	0	0	0	0	0	0	3036	8	0	0	5	2570	188	
1304679697	Fri 05/06/11 07:01:37	2404	1906	1981	1642	2328	4	5	1204	0	2064	0	2235	1399	0	0	0	0	0	0	0	3036	8	0	0	4	2575	189	
1304679757	Fri 05/06/11 07:02:37	2406	1906	1981	1642	2329	5	5	1204	0	2064	1	2229	1361	0	0	0	0	0	0	0	3036	8	0	0	4	2575	189	
1304679817	Fri 05/06/11 07:03:37	2408	1906	1981	1642	2331	4	5	1208	0	2064	0	2121	1443	0	0	0	0	0	0	0	3036	8	0	0	4	2579	189	
1304679877	Fri 05/06/11 07:04:37	2410	1906	1981	1642	2333	4	5	1206	0	2064	0	2171	1388	0	0	0	0	0	0	0	3036	8	0	0	4	2577	189	
1304679937	Fri 05/06/11 07:05:37	2411	1906	1981	1643	2334	5	5	1209	0	2064	1	2199	1439	0	0	0	0	0	0	0	3036	8	0	0	4	2580	189	
1304679997	Fri 05/06/11 07:06:37	2413	1906	1981	1643	2336	4	5	1216	0	2064	0	2174	1414	0	0	0	0	0	0	0	3037	8	0	0	5	2587	189	
1304680057	Fri 05/06/11 07:07:37	2415	1906	1981	1643	2337	5	5	1216	0	2064	0	2076	1485	0	0	0	0	0	0	0	3036	8	0	0	4	2586	189	
1304680117	Fri 05/06/11 07:08:37	2416	1862	1989	1699	2338	19	18	1214	0	2057	69	2013	1018	20	919	16	2	6	0	71	3036	22	21	1	69	2585	168	
1304680177	Fri 05/06/11 07:09:37	2422	2108	2081	1619	2332	6	6	1199	0	0	5	2093	1217	3	0	6	1	2	0	7	3036	9	4	3	18	2570	183	
1304680237	Fri 05/06/11 07:10:37	2430	1984	2055	1654	2333	19	17	1207	0	970	32	2067	1194	44	1187	37	10	9	0	31	3036	18	46	10	25	2578	167	
1304680297	Fri 05/06/11 07:11:37	2432	1781	2011	1698	2350	5	5	1159	0	208	1	1998	1412	0	0	0	0	0	0	1	3036	8	0	0	4	2530	188	
1304680357	Fri 05/06/11 07:12:37	2432	1784	2013	1695	2361	5	4	1122	0	2064	0	2184	1431	0	0	0	0	0	0	0	3036	8	0	0	5	2493	196	
1304680417	Fri 05/06/11 07:13:37	2434	1784	2013	1695	2363	5	5	1100	0	2064	0	2213	1462	0	0	0	0	0	0	0	3036	8	0	0	5	2472	188	
1304680477	Fri 05/06/11 07:14:37	2434	1784	2013	1695	2364	6	5	1087	0	2064	0	2236	1474	0	0	0	0	0	0	0	3036	8	0	0	4	2458	188	
1304680537	Fri 05/06/11 07:15:37	2436	1783	2013	1696	2363	5	4	1077	0	2064	0	2140	1364	0	0	0	0	0	0	0	3036	9	0	0	4	2448	194	
1304680597	Fri 05/06/11 07:16:37	2436	1784	2014	1695	2362	6	5	1067	0	2064	0	2054	1466	0	0	0	0	0	0	0	3036	8	0	0	5	2438	187	
1304680657	Fri 05/06/11 07:17:37	2437	1783	2014	1695	2360	5	5	1060	0	2064	0	1935	1480	0	0	0	0	0	0	0	3036	8	0	0	4	2431	186	
1304680717	Fri 05/06/11 07:18:37	2438	1784	2014	1695	2359	6	4	1054	0	2064	0	2002	1421	0	0	0	0	0	0	0	3036	8	0	0	4	2425	193	
1304680777	Fri 05/06/11 07:19:37	2438	1783	2014	1695	2358	5	5	1049	0	2064	0	1868	1450	0	0	0	0	0	0	0	3036	8	0	0	6	2420	187	
1304680837	Fri 05/06/11 07:20:37	2439	1783	2014	1696	2357	6	5	1044	0	2064	1	1929	1421	0	0	0	0	0	0	0	3036	8	0	0	4	2415	190	
1304680897	Fri 05/06/11 07:21:37	2440	1783	2014	1696	2356	5	5	1040	0	2064	1	2127	1443	0	0	0	0	0	0	0	3036	8	0	0	4	2411	189	
1304680957	Fri 05/06/11 07:22:37	2440	1783	2014	1696	2355	6	5	1038	0	2064	0	2098	1486	0	0	0	0	0	0	0	3036	8	0	0	6	2409	188	
1304681017	Fri 05/06/11 07:23:37	2441	1783	2015	1696	2355	6	5	1036	0	2064	2	1949	1435	0	0	0	0	0	0	0	3036	9	0	0	5	2407	189	
1304681077	Fri 05/06/11 07:24:37	2442	1782	2015	1696	2354	6	4	1033	0	2064	0	1925	1437	0	0	0	0	0	0	0	3035	8	0	0	6	2404	196	
1304681137	Fri 05/06/11 07:25:37	2442	1782	2014	1696	2354	6	5	1030	0	2064	1	2069	1384	0	0	0	0	0	0	1	3036	9	0	0	4	2401	188	
1304681197	Fri 05/06/11 07:26:37	2442	1983	2186	1980	2352	86	73	1025	0	2054	136	1935	1063	225	1696	194	97	71	0	144	3036	50	128	28	110	2396	200	
1304681257	Fri 05/06/11 07:27:37	2442	2174	2366	2350	2334	8	7	1011	0	208	1	1951	1373	0	0	0	0	0	0	0	3036	8	0	0	6	2382	186	
1304681317	Fri 05/06/11 07:28:37	2438	2176	2366	2350	2320	8	8	1001	0	2064	2	1935	1453	0	0	0	0	0	0	0	3036	9	0	0	5	2372	182	
1304681377	Fri 05/06/11 07:29:37	2434	2177	2365	2350	2312	9	8	992	0	2064	4	2089	1449	0	0	0	0	0	0	0	3035	9	1	0	6	2363	182	
1304681437	Fri 05/06/11 07:30:37	2431	2177	2365	2350	2307	9	7	984	0	2064	1	2020	1496	0	0	0	0	0	0	0	3036	9	0	0	4	2355	183	
1304681497	Fri 05/06/11 07:31:37	2428	2178	2365	2350	2304	9	8	977	0	2064	1	1889	1538	0	0	0	0	0	0	0	3036	9	0	0	5	2348	185	
1304681557	Fri 05/06/11 07:32:37	2424	2178	2365	2350	2303	9	8	969	0	2064	1	1957	1478	0	0	0	0	0	0	0	3036	9	2	0	4	2340	186	
1304681617	Fri 05/06/11 07:33:37	2421	2178	2365	2350	2302	9	8	963	0	2064	1	1928	1480	0	0	0	0	0	0	0	3036	9	1	0	5	2334	184	
1304681677	Fri 05/06/11 07:34:37	2419	2177	2363	2352	2301	13	11	957	0	2061	18	2040	1452	9	520	6	5	2	0	14	3035	11	4	3	21	2328	179	
1304681737	Fri 05/06/11 07:35:37	2417	2175	2360	2356	2301	8	7	951	0	208	2	2072	1460	0	0	0	0	0	0	0	3036	9	0	0	4	2322	186	
1304681797	Fri 05/06/11 07:36:37	2415	2175	2360	2355	2301	9	8	948	0	2064	5	2036	1483	1	0	0	1	0	0	4	3035	9	0	0	8	2319	183	
1304681857	Fri 05/06/11 07:37:37	2413	2272	2298	2245	2297	104	73	951	8	2054	118	2028	1032	270	1676	240	89	49	0	97	3036	72	231	47	86	2322	206	
1304681917	Fri 05/06/11 07:38:37	2406	2319	2323	2275	2277	7	7	966	0	336	1	1951	1122	0	0	0	0	0	0	1	3035	11	1	0	13	2337	194	
1304681977	Fri 05/06/11 07:39:37	2400	2326	2313	2277	2263	9	9	949	0	2064	10	2026	1083	1	480	0	0	0	0	7	3036	14	0	0	34	2320	188	
1304682037	Fri 05/06/11 07:40:37	2396	2326	2310	2281	2253	7	8	938	0	2064	1	2013	1108	0	0	0	0	0	0	0	3035	13	1	0	23	2309	188	
1304682097	Fri 05/06/11 07:41:37	2394	2325	2311	2282	2246	8	8	933	0	2064	3	2022	1174	0	0	0	0	0	0	0	3036	13	1	0	20	2304	188	
1304682157	Fri 05/06/11 07:42:37	2392	2323	2312	2283	2242	8	8	925	0	2064	3	1967	1137	0	0	0	0	0	0	2	3035	13	1	0	29	2296	187	
1304682217	Fri 05/06/11 07:43:37	2388	2322	2312	2283	2239	8	8	915	0	2064	2	1999	1128	0	0	0	0	0	0	1	3035	14	1	1	31	2286	187	
1304682277	Fri 05/06/11 07:44:37	2386	2380	2194	2278	2237	19	18	913	0	2051	42	2124	924	36	1066	37	11	4	0	29	3035	26	66	5	46	2284	178	
1304682337	Fri 05/06/11 07:45:37	2384	2399	2162	2279	2238	19	14	907	0	716	45	2065	926	26	1008	19	7	1	0	17	3035	23	44	3	44	2278	178	
1304682397	Fri 05/06/11 07:46:37	2382	2418	2167	2250	2235	10	7	902	0	208	7	1984	1026	0	0	0	0	0	0	1	3035	11	1	0	19	2273	188	
1304682457	Fri 05/06/11 07:47:37	2380	2416	2166	2252	2232	11	8	897	0	2064	14	2040	983	0	0	0	0	0	0	2	3035	12	0	0	27	2268	186	
1304682517	Fri 05/06/11 07:48:37	2378	2416	2166	2253	2230	10	8	893	0	2064	9	2029	973	0	0	0	0	0	0	0	3035	11	0	0	26	2264	188	
